HexCode,IntCode,Name,Message
0x80060308,-2147089656,"SearchRateLimitExceeded","Number of requests exceeded the limit."
0x800401ff,-2147220993,"SearchTextLenExceeded","Search Text Length Exceeded."
0x80071025,-2147020763,"SelectedFileNotFound","Unable to copy the documents. The source file no longer exists."
0x80048554,-2147187372,"SelfBlockedCauseTimeout","The database operation timed out due to blocking induced by an internal server error. Please retry the operation. If you continue to encounter this error, please contact Support."
0x80048d1D,-2147185379,"SenderActivityPartyDoesNotHaveSendAsAllowed","The user {0} selected in the From field does not have the option enabled to allow other users to send the email on their behalf. See https://go.microsoft.com/fwlink/p/?linkid=2007131"
0x8004E003,-2147164157,"SeriesMeasureCollectionMismatch","Number of series for chart area and number of measure collections for category should be same."
0x8005E255,-2147098027,"ServerLocationAndSSLSetToYes","The URL specified for Server Location uses HTTP but Secure Sockets Layer(SSL) is required for Exchange Online."
0x8005E250,-2147098032,"ServerLocationIsEmpty","Server Location Field cannot be Empty"
0x8005E24A,-2147098038,"ServiceAccountMailboxesCountIsGreaterThanOne","More no of service account mailboxes is associated to emailserver profile"
0x8005E249,-2147098039,"ServiceAccountMailboxesCountIsZero","No service account mailbox is associated for the email server profile."
0x80081112,-2146954990,"ServiceBusEndpointNotConfigured","Configuration of required credentials must be completed before messages can be sent."
0x80044178,-2147204744,"ServiceBusExtendedTokenFailed","Failed to retrieve the additional token for service bus post."
0x80044177,-2147204745,"ServiceBusIssuerCertificateError","Service integration issuer certificate error."
0x80044176,-2147204746,"ServiceBusIssuerNotFound","Cannot find service integration issuer information."
0x80050208,-2147155448,"ServiceBusMaxSizeExceeded","The service bus call failed because the request payload has exceeded maximum allowed size. Please reduce your request size and retry."
0x8004417A,-2147204742,"ServiceBusPostDisabled","Service bus post is disabled for the organization."
0x80044175,-2147204747,"ServiceBusPostFailed","The service bus post failed."
0x80044179,-2147204743,"ServiceBusPostPostponed","Service bus post is being postponed."
0x80050209,-2147155447,"ServiceEndpointAcsAuthNotSupported","Service Endpoint with ACS authentication type is no longer supported. Please change your endpoint configuration to use a supported authentication type"
0x80040244,-2147220924,"ServiceInstantiationFailed","Instantiation of an Entity failed."
0x80090911,-2146891503,"ServiceRolesCanOnlyBeAssignedToAppUsers","The Service Reader, Writer and Deleter roles can only be assigned to an app user. Details: userOrTeamId={0}, roleId={1}"
0x80040253,-2147220909,"SessionTokenUnavailable","Session token is not available unless there is a transaction in place."
0x80060374,-2147089548,"SetActiveNotSupportedOnNewRecords","SetActiveProcess is not supported on new records."
0x80048149,-2147188407,"SharePointAbsoluteAndRelativeUrlEmpty","Both absolute URL and relative URL cannot be null."
0x800608B3,-2147088205,"SharePointAuthenticationFailure","Microsoft Dynamics 365 cannot authenticate this user {0} . Verify that the information for this user is correct, and then try again."
0x800608B4,-2147088204,"SharePointAuthorizationFailure","Microsoft Dynamics 365 cannot authorize this user {0} . Verify that the information for this user is correct, and then try again."
0x800608B1,-2147088207,"SharePointCertificateExpired","Certificate used for Sharepoint validation has expired"
0x800608B5,-2147088203,"SharePointConnectionFailure","Microsoft Dynamics 365 cannot connect this user {0} to SharePoint. Verify that the information for this user is correct and exists in SharePoint, and then try again."
0x8004F302,-2147159294,"SharePointCrmDomainValidator","The SharePoint and Microsoft Dynamics 365 Servers are on different domains. Please ensure a trust relationship between the two domains."
0x8004F309,-2147159287,"SharePointCrmGridIsInstalledValidator","The Microsoft Dynamics 365 Grid component must be installed on the SharePoint server. This component is required for SharePoint integration to work correctly."
0x8004F314,-2147159276,"SharePointErrorAbsoluteUrlClipped","The URL exceeds the maximum number of 256 characters. Use shorter names for sites and folders, and try again."
0x8004F310,-2147159280,"SharePointErrorRetrieveAbsoluteUrl","An error occurred while retrieving the absolute and site collection url for a SharePoint object."
0x8004F311,-2147159279,"SharePointInvalidEntityForValidation","Entity Does not support SharePoint Url Validation."
0x80090908,-2146891512,"SharePointPermissionRetrievalFailed","Failed to retrieve permissions from SharePoint with error code '{0}' for delegated authorization. Please try again later."
0x800608B2,-2147088206,"SharePointRealmMismatch","Sharepoint realm ID entered does not match with the registered realm at Sharepoint side."
0x80048057,-2147188649,"SharePointRecordWithDuplicateUrl","There is already a record with the same Url."
0x8004F0FA,-2147159814,"SharePointRoleProvisionJobAlreadyExists","A system job to provision the selected security role is pending. Any changes made to the security role record before this system job starts will be applied to this system job."
0x80071017,-2147020777,"SharePointS2SIsDisabled","SharePoint server-based SharePoint integration not enabled."
0x8004F303,-2147159293,"SharePointServerDiscoveryValidator","The URL is incorrect or the site is not running."
0x8004F308,-2147159288,"SharePointServerLanguageValidator","Microsoft Dynamics 365 and Microsoft Office SharePoint Server must have the same base language."
0x8004F304,-2147159292,"SharePointServerVersionValidator","The SharePoint Site Collection must be running a supported version of Microsoft Office SharePoint Server or Microsoft Windows SharePoint Services. Please refer the implementation guide."
0x8004F305,-2147159291,"SharePointSiteCollectionIsAccessibleValidator","The URL is incorrect or the site is not running."
0x8004F0F8,-2147159816,"SharePointSiteCreationFailure","Failed to create the site {0} in SharePoint."
0x80071014,-2147020780,"SharePointSiteNotConfigured","SharePointSite is not configured, it need to be configured."
0x8004F0F3,-2147159821,"SharePointSiteNotPresentInSharePoint","Site {0} does not exists in SharePoint."
0x8004F307,-2147159289,"SharePointSitePermissionsValidator","The current user does not have the appropriate privileges. You must be a SharePoint site administrator on the SharePoint site."
0x8004F0FB,-2147159813,"SharePointSiteWideProvisioningJobFailed","SharePoint provisioning job has failed."
0x8004F0F9,-2147159815,"SharePointTeamProvisionJobAlreadyExists","A system job to provision the selected team is pending. Any changes made to the team record before this system job starts will be applied to this system job."
0x8004F0F6,-2147159818,"SharePointUnableToAclSite","Unable to ACL site {0} in SharePoint."
0x8004F0F5,-2147159819,"SharePointUnableToAclSiteWithPrivilege","Unable to ACL site {0} with privilege {1} in SharePoint."
0x8004F0F1,-2147159823,"SharePointUnableToAddUserToGroup","Microsoft Dynamics 365 cannot add this user {0} to the group {1} in SharePoint. Verify that the information for this user and group are correct and that the group exists in SharePoint, and then try again."
0x8004F0F7,-2147159817,"SharePointUnableToCreateSiteGroup","Unable to create site group {0} in SharePoint."
0x8004F0F2,-2147159822,"SharePointUnableToRemoveUserFromGroup","Unable to remove user {0} from group {1} in SharePoint."
0x8004F0F4,-2147159820,"SharePointUnableToRetrieveGroup","Unable to retrieve the group {0} from SharePoint."
0x8004F301,-2147159295,"SharePointUrlHostValidator","The URL cannot be resolved into an IP."
0x8004F306,-2147159290,"SharePointUrlIsRootWebValidator","The URL is not valid. The URL must be a valid site collection and cannot include a subsite. The URL must be in a valid form, such as http://SharePointServer/sites/CrmSite."
0x800608B6,-2147088202,"SharePointVersionUnsupported","Microsoft Dynamics 365 cannot connect to Sharepoint as the Sharepoint Version is unsupported. Install the correct version, and then try again."
0x80071016,-2147020778,"SimilarityRuleDisabled","No similarity rule active for this entity."
0x80071018,-2147020776,"SimilarityRuleFCBOff","Similarity rules not enabled."
0x80160040,-2146041792,"SimplePropertyCannotHaveChildNodes","Simple property {0} cannot have child nodes. More Details:{1}"
0x8004037e,-2147220610,"SingletonMappingFoundForArrayParameter","A single transformation parameter mapping is defined for an array parameter."
0x80090492,-2146892654,"SiteMapCannotBeEmpty","SiteMap needs to have a non-empty Area with a non-empty Group, even when ignoring all Areas, Groups, and SubAreas with an IsVisible child, regardless of their visibility settings."
0x80050016,-2147155946,"SiteMapMissing","You don’t have permissions for these records or something may be wrong with the site map. Contact your system administrator.If you are the administrator, you can go to the solutions page and import a different solution."
0x80090010,-2146893808,"SiteMapSettingsAreaMissing","Settings area with id = ""Settings"" is missing from default sitemap, add a settings area or update to ""Settings"" from sitemap designer and try again."
0x80090467,-2146892697,"SitemapSettingsDoNotExist","""Settings '{0}' introduced in the Sitemap do not exist."""
0x80090466,-2146892698,"SitemapSettingsNeedToBeBoolean","""Settings in the Sitemap need to be of Boolean data type."""
0x8004F401,-2147159039,"SiteMapXsdValidationError","Sitemap xml failed XSD validation with the following error: '{0}' at line {1} position {2}."
0x800608A3,-2147088221,"SkipValidDateTimeBehavior","The behavior value for this field was ignored. A System Customizer will need to configure the behavior value for this field directly."
0x8004F872,-2147157902,"SlaActivateDeactivateByNonOwner","This SLA cannot be activated or deactivated by someone who is not its owner."
0x8004F861,-2147157919,"SlaAlreadyInactiveState","You can't activate this record because it's already active."
0x8004F862,-2147157918,"SlaAlreadyInDraftState","You can't deactivate this record because it's in a draft state."
0x80055011,-2147135471,"SlaItemDeleteOperationError","SLAItem delete operation encountered some errors. {0}, see log for more detail. Please contact your system administrator."
0x80055003,-2147135485,"SlaNotEnabledEntity","SLA is not enabled for this entity."
0x8004F875,-2147157899,"SlaPermissionToPerformAction","You don't have the required permissions on SLAs and processes to perform this action."
0x80090448,-2146892728,"SLARecordTypeNotSupportedOnDifferentEntityTypeException","Please select an SLA that has a matching entity."
0x80055010,-2147135472,"SlaServiceActivateWorkflowError","Error while activating workflow. Please correct the workflow and try again or reach out to Dynamics 365 customer support."
0x80040489,-2147220343,"SnapshotReportNotReady","The selected report is not ready for viewing. The report is still being created or a report snapshot is not available. ReportId:{0}"
0x80060621,-2147088863,"SocialCareDisabledError","There's a problem communicating with the Dynamics 365 Organization. The organization might be unavailable or the feature is set so that it can't receive social data. Try again later. If the problem persists, contact your Microsoft Dynamics 365 administrator."
0x80097602,-2146863614,"SolutionCabFileVerifiedRequired","Cab file required for importing solution with name {0} and publisher name {1}."
0x8007200A,-2147016694,"SolutionComponentDefinitionNotAvailable","Cannot create component definition for solution-aware entity {0}."
0x80071151,-2147020463,"SolutionConcurrencyFailure","The solution installation or removal failed due to the installation or removal of another solution at the same time. Please try again later."
0x8004701C,-2147192804,"SolutionConfigurationPageMustBeHtmlWebResource","The solution configuration page must exist within the solution it represents."
0x8004F080,-2147159936,"SolutionContextNotSupported","This method doesn't only support SolutionContexts used to install managed solutions. Unsupported: [{0}]"
0x80048543,-2147187389,"SolutionImportCauseTimeout","The operation timed out. This may be because a solution is currently being imported into this environment. Please try again after the solution import is completed. Solutions should be imported outside of working hours if possible."
0x80072003,-2147016701,"SolutionRestrictedAttributes","Component cannot be created because it already has solution-aware columns. Entity: {0}, Existing Attribute: {1}"
0x80097603,-2146863613,"SolutionSignatureVerifiedRequired","Digital Signature verification required for importing solution with name {0} and publisher name {1}."
0x8004F023,-2147160029,"SolutionUniqueNameViolation","The solution unique name '{0}' is already being used and cannot be used again."
0x8004F046,-2147159994,"SolutionUpgradeFailed","Solution Upgrade action failed after import as holding. InnerException is: {1}."
0x8004853B,-2147187397,"SolutionUpgradeNotAvailable","""The {0} solution doesn’t have an upgrade that is ready to be applied."""
0x8004803C,-2147188676,"SolutionUpgradeOfApiManagedSolutionError","The import has failed because an ApiManaged solution cannot be updated."
0x8004853C,-2147187396,"SolutionUpgradeWrongSolutionSelected","""To use this action, you must first select the old solution and then try again."""
0x80044340,-2147204288,"SourceAttributeHeaderTooBig","Column headers must be 160 or fewer characters. Fix the column headers, and then run Data Migration Manager again."
0x8004033d,-2147220675,"SourceEntityMappedToMultipleTargets","This source entity is mapped to more than one Microsoft Dynamics 365 entity. Remove any duplicate mappings, and then import this data map again."
0x8006072A,-2147088598,"SPAccountNameFetchFailure","Exception occured while fetching account name from Sharepoint."
0x80060760,-2147088544,"SPAllFilesErrorScenario","One or more sites in all files view of SharePointDocument failed."
0x8006070A,-2147088630,"SPBadLockInFileCollectionErrorCode","The file in the collection has bad lock"
0x80060767,-2147088537,"SPCertificationError","S2STokenIssuer certificate not found."
0x80060761,-2147088543,"SPConnectionFailure","Failed to connect to SharePointSite."
0x80060720,-2147088608,"SPCurrentDocumentLocationDisabledErrorCode","Current document location is disabled by administrator"
0x80060721,-2147088607,"SPCurrentFolderAlreadyExistErrorCode","Record already present in db"
0x80060713,-2147088621,"SPDataValidationFiledOnFieldAndListErrorCode","Data validation has failed on the field and the list"
0x80060711,-2147088623,"SPDataValidationFiledOnFieldErrorCode","Data validation has failed on the field"
0x80060712,-2147088622,"SPDataValidationFiledOnListErrorCode","Data validation has failed on the list"
0x80060739,-2147088583,"SPDefaultSiteNotPresent","OneDrive activation needs a default SharePoint site."
0x8006073C,-2147088580,"SPDocumentLibraryMissingErrorCode","Document library {0} has been renamed or deleted from SharePoint site {1}. Rerun the document management wizard and try again"
0x80060734,-2147088588,"SPDocumentMappingFailure","Can't map documents to their location."
0x80060708,-2147088632,"SPDuplicateValuesFoundErrorCode","The list item could not be updated because duplicate values were found for one or more field(s) in the list"
0x8005E253,-2147098029,"SpecifyIncomingPassword","Specify password for Incoming Connection"
0x8005E24F,-2147098033,"SpecifyInComingPort","Specify Incomming Port and save again"
0x8005E24B,-2147098037,"SpecifyIncomingServerLocation","Specify the URL of the incoming server location"
0x8005E251,-2147098031,"SpecifyIncomingUserName","Specify username for Incoming Connection"
0x8005E254,-2147098028,"SpecifyOutgoingPassword","Specify password for Outgoing Connection"
0x8005E256,-2147098026,"SpecifyOutgoingPort","Specify Outgoing Port and save again"
0x8005E24C,-2147098036,"SpecifyOutgoingServerLocation","Specify the URL of the outgoing server location"
0x8005E252,-2147098030,"SpecifyOutgoingUserName","Specify username for Outgoing Connection"
0x80060705,-2147088635,"SPExclusiveLockOnFileErrorCode","Exclusive lock on the file"
0x80060702,-2147088638,"SPFileAlreadyCheckedOutErrorCode","File is already checked out"
0x80060703,-2147088637,"SPFileCheckedOutInvalidArgsErrorCode","Checkout arguments are not valid"
0x8006070D,-2147088627,"SPFileContentNullErrorCode","Content of the file creation information must not be null"
0x80060728,-2147088600,"SPFileIsCheckedOutByOtherUser","File is checked out to a user other than the current user"
0x8006070F,-2147088625,"SPFileIsReadOnlyErrorCode","Field is read-only"
0x80060729,-2147088599,"SPFileNameModifiedErrorCode","The folder can't be found. If you changed the automatically generated folder name for this document location directly in SharePoint, you must change the folder name in Dynamics 365 to match the renamed folder. To do this, select Edit Location and type the matching name in Folder Name field."
0x80060700,-2147088640,"SPFileNotCheckedOutErrorCode","File is not checked out"
0x80060706,-2147088634,"SPFileNotFoundErrorCode","File cannot be found"
0x80060707,-2147088633,"SPFileNotLockedErrorCode","The file in the collection is not locked"
0x8006070E,-2147088626,"SPFileSizeMismatchErrorCode","There is a mismatch between the size of the document stream written and the size of the input document stream"
0x80060709,-2147088631,"SPFileTooLargeOrInfectedErrorCode","Virus checking indicates the file is infected with a virus or the file is too large"
0x8004F0F0,-2147159824,"SPFolderCreationFailure","Cannot Create Folder with this name"
0x8006073D,-2147088579,"SPFolderMissingErrorCode","Folder {0} has been renamed or deleted from SharePoint. It was expected inside {1} path. Restore the folder on SharePoint and try again"
0x8006071B,-2147088613,"SPFolderNotFoundErrorCode","Folder Not Found"
0x8006072C,-2147088596,"SPFolderRenameFailure","Exception occurred while Editing Sharepoint Document Proeprties."
0x80060719,-2147088615,"SPGenericErrorCode","Error while doing this operation on SharePoint"
0x8006071F,-2147088609,"SPIllegalCharactersInFileNameErrorCode","Illegal characters in filename"
0x8006071D,-2147088611,"SPIllegalFileTypeErrorCode","Illegal file type"
0x80060716,-2147088618,"SPInstanceOfRecurringEventErrorCode","List item is an instance of a recurring event which is not a recurrence exception, the list item is a workflow task whose parent workflow is in the recycle bin, or the parent list is a document library"
0x80060764,-2147088540,"SPIntermittentError","Intermittent error occured. Please refresh the grid and try again"
0x80060762,-2147088542,"SPInvalidDocumentLocation","Invalid Sharepoint Document Location type"
0x8006071E,-2147088610,"SPInvalidFieldValueErrorCode","Invalid Field Value"
0x8006070B,-2147088629,"SPInvalidLookupValuesErrorCode","List item could not be updated because invalid lookup values were found for one or more field(s) in the list"
0x80060718,-2147088616,"SPInvalidSavedQueryErrorCode","Error while doing this operation on SharePoint"
0x80060763,-2147088541,"SPInvalidSubSite","SubSite url is incorrectly formed"
0x80060717,-2147088617,"SPItemNotExistErrorCode","List item does not exist"
0x80060766,-2147088538,"SPMalFormedRelativeUrl","Relative URL should not have preceding or trailing spaces."
0x80060710,-2147088624,"SPModifiedOnServerErrorCode","List item was modified on the server so changes cannot be committed"
0x8006072D,-2147088595,"SPMultipleOdbSitesError","More than one site with One Drive enabled is not allowed."
0x8006071C,-2147088612,"SPNoActiveDocumentLocationErrorCode","No Active Document Location"
0x80060765,-2147088539,"SPNotAdminError","Only crm admin who is tenant admin can perform create operation"
0x8006073A,-2147088582,"SPNotEnabledError","SharePoint integration is not enabled on Entity"
0x8006073B,-2147088581,"SPNotEnabledForEntity","SharePoint Integration and Microsoft Teams Integration is not enabled on Entity"
0x8006070C,-2147088628,"SPNullFileUrlErrorCode","URL of the file creation information must not be null and URL of the file creation information must not be invalid"
0x80060723,-2147088605,"SPNullRegardingObjectErrorCode","Regarding object id is null"
0x8006072E,-2147088594,"SPOdbDisabledError","Please enable ODB(One Drive for Business) feature to create ODB site."
0x80060735,-2147088587,"SPOdbDuplicateLocationError","More than one ODB (OneDrive for Business) location is not allowed."
0x8006072F,-2147088593,"SPOdbUpdateDeleteError","You cannot update or delete ODB(One Drive for Business) site."
0x80060736,-2147088586,"SPOdbUpdateDeleteLocationError","You cannot update or delete SharePoint Document Location of type ODB (OneDrive for Business)."
0x80060715,-2147088619,"SPOperationNotSupportedErrorCode","List does not support this operation"
0x80060724,-2147088604,"SPOperatorNotSupportedErrorCode","{0} does not support the selected operator"
0x8006072B,-2147088597,"SPPersonalSiteNotFound","Personal Site not found for the user."
0x80060725,-2147088603,"SPRequiredColCheckInErrorCode","Exception occurred while doing document check-in as some columns are made required at SharePoint"
0x80060737,-2147088585,"SPSearchOneDriveNotCreated","OneDrive location is not created yet. Please create the location before searching."
0x80060704,-2147088636,"SPSharedLockOnFileErrorCode","Shared lock on the file"
0x8006071A,-2147088614,"SPSiteNotFoundErrorCode","Site Not Found"
0x80060738,-2147088584,"SPSiteProtocolError","Protocol error in accessing SharePoint"
0x80060768,-2147088536,"SPSiteUrlNullOrEmpty","Siteurl cannot be null or empty. Please ensure valid SharePoint site is configured or contact your administrator."
0x80060714,-2147088620,"SPThrottlingLimitExceededErrorCode","Throttling limit is exceeded by the operation"
0x80060701,-2147088639,"SPUnauthorizedAccessErrorCode","Current user have insufficient privileges"
0x80060740,-2147088576,"SPUploadFailure","Upload failed on SharePoint due to unknown reasons. Probably the file is too large"
0x80041136,-2147217098,"SqlArithmeticOverflowError","A SQL arithmetic overflow error occurred"
0x80048518,-2147187432,"SqlEncryption","There was an error in Data Encryption."
0x8004851A,-2147187430,"SqlEncryptionCannotOpenSymmetricKeyBecauseDatabaseMasterKeyDoesNotExistOrIsNotOpened","Cannot open Symmetric Key because Database Master Key does not exist in the database or is not opened."
0x8004851D,-2147187427,"SqlEncryptionCertificateDoesNotExist","Certificate with Name='{0}' does not exist in the database."
0x80048529,-2147187415,"SqlEncryptionChangeEncryptionKeyExceededQuotaForTheInterval","'Change' encryption key has already been executed {0} times in the last {1} minutes. Please wait a couple of minutes and then try again."
0x8004851E,-2147187426,"SqlEncryptionCreateCertificateError","Cannot create Certificate with Name='{0}' because it already exists."
0x8004851B,-2147187429,"SqlEncryptionCreateDatabaseMasterKeyError","Cannot create Database Master Key because already exists."
0x80048521,-2147187423,"SqlEncryptionCreateSymmetricKeyError","Cannot create Symmetric Key with Name='{0}' because it already exists."
0x80048519,-2147187431,"SqlEncryptionDatabaseMasterKeyDoesNotExist","Database Master Key does not exist in the database."
0x8004851F,-2147187425,"SqlEncryptionDeleteCertificateError","Cannot delete Certificate with Name='{0}' because it does not exist."
0x8004851C,-2147187428,"SqlEncryptionDeleteDatabaseMasterKeyError","Cannot delete Database Master Key because it does not exist."
0x80048526,-2147187418,"SqlEncryptionDeleteEncryptionKeyError","Cannot delete the encryption key."
0x80048522,-2147187422,"SqlEncryptionDeleteSymmetricKeyError","Cannot delete Symmetric Key with Name='{0}' because it does not exist."
0x80048523,-2147187421,"SqlEncryptionEncryptionDecryptionTestError","Error while testing data encryption and decryption."
0x80048528,-2147187416,"SqlEncryptionEncryptionKeyValidationError","The new encryption key does not meet the strong encryption key requirements. The key must be between 10 and 100 characters in length, and must have at least one numeral, at least one letter, and one symbol or special character. {0}"
0x80048525,-2147187419,"SqlEncryptionIsActiveCannotRestoreEncryptionKey","Cannot perform 'activate' encryption key because the encryption key is already set and is working. Use 'change' encryption key instead."
0x80048527,-2147187417,"SqlEncryptionIsInactiveCannotChangeEncryptionKey","Cannot perform 'change' encryption key because the encryption key is not already set or is not working. First use 'activate' encryption key instead to set the correct current encryption key and then use 'change' encryption if you want to re-encrypt data using a new encryption key."
0x80048524,-2147187420,"SqlEncryptionKeyCannotDecryptExistingData","Cannot decrypt existing encrypted data (Entity='{0}', Attribute='{1}') using the current encryption key. Use 'activate' encryption key to set the correct encryption key."
0x8004852B,-2147187413,"SqlEncryptionRestoreEncryptionKeyCannotDecryptExistingData","Cannot perform 'activate' because the encryption key doesn’t match the original encryption key that was used to encrypt the data."
0x8004852A,-2147187414,"SqlEncryptionSetEncryptionKeyIsAlreadyRunningCannotRunItInParallel","The system is currently running a request to 'change' or 'activate' the encryption key. Please wait before making another request."
0x80048530,-2147187408,"SqlEncryptionSymmetricKeyCannotOpenBecauseWrongPassword","Cannot open encryption Symmetric Key because the password is wrong."
0x80048520,-2147187424,"SqlEncryptionSymmetricKeyDoesNotExist","Symmetric Key with Name='{0}' does not exist in the database."
0x8004852F,-2147187409,"SqlEncryptionSymmetricKeyDoesNotExistOrNoPermission","Cannot open encryption Symmetric Key because it does not exist in the database or user does not have permission."
0x8004852E,-2147187410,"SqlEncryptionSymmetricKeyPasswordDoesNotExistInConfigDB","Encryption Symmetric Key password does not exist in Config DB."
0x8004852D,-2147187411,"SqlEncryptionSymmetricKeySourceDoesNotExistInConfigDB","Encryption Symmetric Key Source does not exist in Config DB."
0x8004C001,-2147172351,"SqlErrorInStoredProcedure","SQL error {0} occurred in stored procedure {1}"
0x80044157,-2147204777,"SqlMaxRecursionExceeded","The maximum recursion has reached before statement completion."
0x80040492,-2147220334,"SrsDataConnectorNotInstalled","MSCRM Data Connector Not Installed"
0x80048292,-2147188078,"SrsDataConnectorNotInstalledUpload","This report can’t upload because Dynamics 365 Reporting Extensions, required components for reporting, are not installed on the server that is running Microsoft SQL Server Reporting Services."
0x80072570,-2147015312,"SSM_MaxPCI_Exceeded","Please re-login to refresh your session."
0x80072571,-2147015311,"SSM_RefreshToken_Failed","Failed to refresh login session."
0x80060451,-2147089327,"StageEntityIsNull","Validation error: stage entity cannot be null."
0x80060454,-2147089324,"StageIdIsEmpty","Validation error: Stage ID cannot be empty."
0x80060450,-2147089328,"StageIdIsNotPresentInBusinessProcess","Validation error: Stage ID ‘{0}’ is not present in Business Process. Please contact your system administrator."
0x80060458,-2147089320,"StageIdIsNotValid","Validation error: Stage ID {0} is not valid for Business Process. Valid stages are: {1}"
0x80060470,-2147089296,"StandAloneBpfNotActivated","Stand Alone BPF must be activated on Flows page."
0x80055006,-2147135482,"StandardSlaTypeNotApplicable","Standard SLA Type is only supported for incident entity. Current entity object type code is {0}. Please pass appropriate SLA Type or entity"
0x80048d21,-2147185375,"StatementConflictedWithAConstraint","Statement conflicted with a constraint."
0x8004F857,-2147157929,"StateTransitionActivateNewStatus","You can't activate this record because of the status transition rules.Contact your system administrator."
0x8004F855,-2147157931,"StateTransitionActiveToCanceled","Because of the status transition rules, you can't cancel the case in the current status.Change the case status, and then try canceling it, or contact your system administrator."
0x8004F854,-2147157932,"StateTransitionActiveToResolve","Because of the status transition rules, you can't resolve a case in the current status.Change the case status, and then try resolving it, or contact your system administrator."
0x8004F858,-2147157928,"StateTransitionDeactivateNewStatus","You can't deactivate this record because of the status transition rules.Contact your system administrator."
0x8004F856,-2147157930,"StateTransitionResolvedOrCanceledToActive","Because of the status transition rules, you can't activate the case from the current status.Contact your system administrator."
0x80160054,-2146041772,"StaticOnlyParameterIsNotStatic","The parameter {0} of type {1} must be static. More Details:{2}"
0x80160030,-2146041808,"StaticPropertyCannotBeDeclared","Property {0} is configured as a static value and cannot be declared as {1}. More Details:{2}"
0x80160027,-2146041817,"StaticPropertyTypeIsMissing","The type of static property {0} is missing Give a type appropriate for the static value given. More Details:{1}"
0x80160042,-2146041790,"StaticPropertyTypeMismatch","The type declared for property {0} (type {1}) on the control manifest does not match the type(s){2} of value provided to it. More Details:{3}"
0x80160028,-2146041816,"StaticPropertyValueHasTypeMismatch","The static value configured for property {0} cannot be parsed to type {1}. More Details:{2}"
0x80045043,-2147200957,"StepAutomaticallyDisabled","The original sdkmessageprocessingstep has been disabled and replaced."
0x80060414,-2147089388,"StepCountInXamlExceedsMaxAllowed","There are {0} {1} in the Xaml. Max allowed is {2}."
0x80060416,-2147089386,"StepDoesNotHaveAnyChildInXaml","{0} does not have at least one {1} as its child."
0x80060000,-2147090432,"StepNotSupportedForClientBusinessRule","Step {0} is not supported for client side business rule."
0x80060409,-2147089399,"StepStepDoesNotHaveAnyControlStepAsItsChildren","StepStep does not have any ControlStep as its children"
0x8004C002,-2147172350,"StoredProcedureContext","Dynamics 365 error {0} in {1}:{2}"
0x80090108,-2146893560,"StoreLocationNotSupported","An invalid store location was provided for the data type with Id = '{0}', Name = '{1}', and DisplayName = '{2}'. The store location '{3}' is not supported. Please provide a valid store location and try again."
0x8004D292,-2147167598,"StringAttributeIndexError","One of the attributes of the selected entity is a part of database index and so it cannot be greater than 900 bytes."
0x80044331,-2147204303,"StringLengthTooLong","A validation error occurred. A string value provided is too long."
0x80090429,-2146892759,"StringOrBinaryTruncation","String or binary data would be truncated in table '{0}', column '{1}'. Truncated value: {2}."
0x80048537,-2147187401,"SubcomponentDoesNotExist","Subcomponent {0} of type {1} is not found in the organization, it can not be added to the SolutionComponents."
0x80048536,-2147187402,"SubcomponentMissingARoot","Subcomponent {0} cannot be added to the solution because the root component {1} is missing."
0x80043e02,-2147205630,"SubjectDoesNotExist","Subject does not exist."
0x80043e01,-2147205631,"SubjectLoopBeingCreated","Creating this parental association would create a loop in Subjects hierarchy."
0x80043e00,-2147205632,"SubjectLoopExists","Loop exists in the subjects hierarchy."
0x8007112B,-2147020501,"SubQueryIsNotAllowed","The filter contains a fetch subquery. Subqueries are not allowed."
0x80040493,-2147220333,"SubReportDoesNotExist","Subreport does not exist. ReportId:{0}"
0x80072513,-2147015405,"SubscriptionGone","Subscription expired"
0x8004A108,-2147180280,"SupportLogOnExpired","Support login is expired"
0x80041d41,-2147214015,"SupportUserCannotBeCreateNorUpdated","The support user cannot be updated"
0x80097531,-2146863823,"SynapseAccessNotAllowed","Access to Analytical data is not allowed."
0x8009752F,-2146863825,"SynapseBudgetLimitReached","{0}"
0x80097533,-2146863821,"SynapseStartupError","Service not ready to perform the requested operation. Please retry the operation. If you continue to encounter this error, please contact Support."
0x80060741,-2147088575,"SyncAttributeMappingCannotBeUpdated","The sync attribute mapping cannot be updated."
0x80090306,-2146893050,"SynchronousSdkStepsNotAllowedOnMessage","Synchronous mode Sdkmessageprocessingsteps are not allowed on this message."
0x80048407,-2147187705,"SyncToMsdeFailure","Failed to start or connect to the offline mode MSDE database."
0x80046205,-2147196411,"SystemAttributeMap","Cannot create or delete system attribute map having id {0} from {1} to {2} belonging to an entity map with id {3} from {4} to {5}."
0x80046202,-2147196414,"SystemEntityMap","SystemEntityMap Error Occurred"
0x8004F656,-2147158442,"SystemFormCopyUnmatchedEntity","The entity for the Target and the SourceId must match."
0x8004F657,-2147158441,"SystemFormCopyUnmatchedFormType","The form type of the SourceId is not valid for the Target entity."
0x8004F658,-2147158440,"SystemFormCreateWithExistingLabel","The id '{0}' for label '{1}' in the form with id: '{2}' is already in use by another form. Replace the id with a different unique value."
